source_name,event_date,event_title,event_description,location_description,location_accuracy_km,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,event_import_source,latitude,longitude,country_name,admin_division_name,gazetteer_closest_point,gazetteer_distance,year,month,season,severity
The Arunachal Times,2017-06-17,Fatal landslide in Umiam,Landslide following continuous rain kills 3 in Umiam industrial area,"Umiam, Ribhoi, Meghalaya",5.0,landslide,rainfall,2.0,unknown,3.0,GLC,25.67836832,91.9234343,0,Meghalaya,Shillong,6.3,2017,6,monsoon,medium
Kashmir Observer,2010-04-20,"India Gate(?), Srinagar-Leh highway, Kashmir","Sources said several landslides also occurred at different places including Kanipathri and India gate on the highway due to rainfall in the lower regions.  The Srinagar-Leh national highway was closed to traffic today as high altitude areas of Kashmir valley experienced fresh snowfall for the third day.  The 434 km Srinagar-Leh Highway, the only road linking frontier region of Ladakh with rest of Jammu and Kashmir, was closed this morning after heavy snowfall at the 11,578 feet high Zojila pass, official sources said.","India Gate(?), Srinagar-Leh highway, Kashmir",5.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,34.38667467,76.34149164,0,Jammu and Kashmir,Goma,7.35,2010,4,non_monsoon,low
assamtribune,2010-04-20,"Kharghuli, Guwahati, Assam","GUWAHATI, April 20 – Civic woes of Guwahatians is continuing to unfold its murkier side with incessant downpour today forcing district administration to engage National Disaster Response Force (NDRF) to facilitate movement of residents of low-lying areas at the heart of the capital city.   The incessant rains also led to landslide in the hilly areas of the city, including at Kharghuli hillside and the hills adjoining the Raj Bhavan. ","Kharghuli, Guwahati, Assam",1.0,landslide,rainfall,2.0,unknown,0.0,GLC,26.1965,91.763,0,Assam,Gauhati,1.77,2010,4,non_monsoon,low
The Indian Express,2015-08-28,"Mizoram, India","A downpour was drenching the old building at 1.45am on August 28 when what seemed to be a tremor struck. Several glass panes on windows lining the western wall cracked and broke, as did parts of the concrete wall of the control room of the 132KV power sub-station at Zuangtui, on Aizawl’s eastern outskirts.","Mizoram, India",25.0,landslide,rainfall,3.0,unknown,0.0,GLC,23.4495,92.8112,0,Mizoram,Mizoram,9.74,2015,8,monsoon,low
alertnet,2010-08-06,"villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir","On the night of 5th and 6th August 2010, between 00:00 hrs and 00:30 hrs, intensive rainfall followed by massive cloudburst in high altitude terrain of Leh (3505m), triggered numerous debris flows, mud flows (earth spreads) and sand flows. These widespread, composite flows in the over saturated slope forming materials caused 182 deaths including that of 3 foreign tourists, damaged 607 houses, breached all major communication networks to Leh town besides inflicting an unaccountable loss of livestock and agriculture fields. The disaster caused severe damage to the settlements in parts of Leh town, Sabu village, Choklamsar, Leh airport area, Nimu, Ney and Bazgo area around the town. Widespread occurrence of varied, unconsolidated Quaternary drift deposits perched over gentle to fairly steep slopes are susceptible to mass movement under conditions of heavy saturation.   Unprecedented rainfall of the order of 240 mm within 24 hours on account of cloud bursts in the Leh region during 4-6 Aug","villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir",50.0,landslide,rainfall,4.0,unknown,234.0,GLC,34.1416,77.4871,0,Jammu and Kashmir,Leh,5.74,2010,8,monsoon,high
onmanora,2015-07-11,"Srinigar-Jammu Highway, Gangroo, Udhampur",Landslide at several places along highway; unspecific; highway closed,"Srinigar-Jammu Highway, Gangroo, Udhampur",5.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,32.9262,75.1447,0,Jammu and Kashmir,Udhampur,1.51,2015,7,monsoon,low
ekantipur.com,2013-07-22,"Chinnebas, Syangja District","In Syangja district, landslides killed three personsÑthree-month-old Mina BK, Rita Bhattarai and Dil Bahadur SarkiÑin Sekham, Kuwakot and Chinnebas. A landslide in Chinnebas destroyed a school building and a suspension bridge.","Chinnebas, Syangja District",5.0,landslide,rainfall,3.0,unknown,1.0,GLC,27.9687,83.9066,1,Gandaki,Bahakot,14.13,2013,7,monsoon,medium
himachal.us,2010-09-19,"Kumarhatti-Nahan road, Himachal Pradesh","(posted 9/22 but may cover events from past weeks)A police spokesman said that traffic on the Shimla- Kalka highway was disrupted near Solan. The beaten track of the Theog-Kotkhai-Jubbal road was blocked at several places because of landslides or traffic jams and the Chopal road was also blocked by landslides – disrupting marketing operations of apples.  Elsewhere, the Karsog-Mandi road, Karsog-Rampur road, Kasauli-Parwanoo road, Kumarhatti-Nahan road, Pulbhal-Solan road, Rajgarh-Habban road and several others blocked.","Kumarhatti-Nahan road, Himachal Pradesh",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,30.7198,77.1695,0,Himachal Pradesh,Nahan,21.19,2010,9,monsoon,low
kantipuronline,2008-07-18,Katunje VDC in Dhading district ,At least five people died after being buried in a landslide at Katunje VDC in Dhading district on Friday evening. ,Katunje VDC in Dhading district ,10.0,landslide,rainfall,2.0,unknown,8.0,GLC,28.9,80.87,1,Seti,Tolisain,22.19,2008,7,monsoon,medium
articles.timesofindia.indiatimes.com,2013-10-06,"Batahguli, Guwahati, Assam","Heavy downpour in the last 24 hours paralyzed life in Guwahati and a landslide triggered by the rain claimed the life of an elderly person in the city on Sunday. The rain also dampened the spirit of Durga Puja shopping in the city. Kamrup (Metro) additional deputy commissioner Dhrubajyoti Das said one Man Bahadur Gurung (80) of Batahghuli area in the city died when a rock rolled down the hills and hit Gurung, who was sitting at the foothills. Another landslide occurred on the Nilachal Hill, but no one was injured in the incident.","Batahguli, Guwahati, Assam",5.0,landslide,rainfall,2.0,unknown,1.0,GLC,26.1309,91.8383,0,Assam,Pomahi,5.26,2013,10,non_monsoon,medium
Samaya,2015-03-15,Poonch district,"“A 42-year-old man was killed after he was buried under a mudslide in Poonch district. Efforts to save him proved futile. The body was, however, recovered and handed over to relatives.”",Poonch district,25.0,mudslide,rainfall,2.0,unknown,1.0,GLC,33.7732,74.1011,0,Jammu and Kashmir,Punch,0.87,2015,3,non_monsoon,medium
articles.timesofindia.indiatimes.com,2013-07-07,"Mandi-Janjheli Road At Odidhar Thunag, Himachal Pradesh","Heavy rainfall continued to lash several parts of Himachal Pradesh on Sunday, causing rise in water level in rivers, besides triggering landslides at some places. In Mandi town flooding of a nullah near the government hospital choked the hospital premises and the market with mud and garbage and also buried parked vehicles. According to Shimla meteorological centre, heavy to very heavy rainfall would occur at isolated places in Sirmaur, Solan, Bilaspur, Hamirpur, Una, and parts of Shimla, Mandi and Kangra districts during next 48 hours. Landslides in different parts of Mandi also left national highways leading to Kullu, Pathankot and Shimla blocked for a while. The Mandi-Pathankot highway was blocked after landslides at Paddar on Sunday morning around 3 am and traffic was restored only around 10 am. While landslide near Mandi gurdwara left Manali highway blocked for around 30 minutes, the Mandi-Pathankot highway remained closed for three hours on Saturday after heavy rains caused landsl","Mandi-Janjheli Road At Odidhar Thunag, Himachal Pradesh",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,31.5596,77.1679,0,Himachal Pradesh,Pandoh,15.77,2013,7,monsoon,low
washingtonpost,2011-07-15,"Purtingkada village (320 kilometers west of the capital, Katmandu)","KATMANDU, Nepal — Landslides triggered by monsoon rains buried parts of two remote mountainous villages in Nepal on Friday, killing six people, with 10 others believed to be buried in the debris.  A landslide buried 10 houses in Purtingkada village, located about 200 miles (320 kilometers) west of the capital, Katmandu, said Krishna Prasad Adhikari, the chief government administrator of Rukum district. Villagers recovered three bodies and dug out five people alive, he said. They were searching for 10 others who were missing and believed to be buried in the rubble. Police rescuers were heading to the village, which is accessible only by foot and is a six-hour trek from the nearest town.  Separately, three people were killed and five others were injured in a landslide in Nuwakot Thanksingh village, located 50 miles (80 kilometers) north of Katmandu. Police official Anup Rayamajhi said one house was completely buried and several others were damaged.  Nepal’s monsoon season began last mont","Purtingkada village (320 kilometers west of the capital, Katmandu)",5.0,landslide,rainfall,3.0,unknown,6.0,GLC,28.7956,82.2314,1,Bheri,Dumjala,6.1,2011,7,monsoon,medium
eKantipur,2014-08-13,Ramidanda,The situation of the victims of rain-triggered landslide occurred in Jajarkot on Wednesday has become more alarming in absence of timely rescue operations.,Ramidanda,5.0,landslide,rainfall,2.0,unknown,2.0,GLC,28.9446,82.2494,1,Bheri,Dumjala,18.04,2014,8,monsoon,medium
Nyoooz,2017-04-06,Landslide on NH-34 at Dharashu,Night of heavy rains and snowfall triggers landslide that blocks road at Dharashu,"Dharashu, Uttarkashi, Uttarakhand, India",1.0,landslide,rainfall,1.0,infrastructure,0.0,GLC,30.61461423,78.3157525,0,Uttaranchal,Chham,10.66,2017,4,non_monsoon,low
ABC,2014-08-15,Pauri district of Uttarakhand,"Fourteen people were killed when their houses were buried by a tide of mud and trees, emergency official Piyush Rautela told AFP.",Pauri district of Uttarakhand,5.0,debris_flow,rainfall,2.0,unknown,14.0,GLC,30.1176,78.7472,0,Uttaranchal,Alaknanda,12.85,2014,8,monsoon,high
Mizoram Express,2010-09-13,"Hunthar Veng, Mizoram","In Hunthar Veng, the kitchen side of H. Lalchhanhima’s house was damaged by a landslide while the road to Kanan Veng was blocked by a landslide. ","Hunthar Veng, Mizoram",1.0,landslide,rainfall,2.0,human_modified,0.0,GLC,23.74182634,92.7141905,0,Mizoram,Aizwal,9.59,2010,9,monsoon,low
dnaindia,2011-02-13,"Batote-Doda-Kishtwar road, at Jathi(?) and Drabshalla, Jammu and Kashmir","The Batote-Doda-Kishtwar road was also blocked for traffic due to landslide at Jathi and Drabshalla area near Jammu for the second day today, he said.  Border Roads Organisation personnel are working to clear the landslide and repair the road washed away by flashfloods, he said.  ...  Jammu-Srinagar National Highway, connecting Kashmir Valley to the outside world, remained closed for traffic for the second consecutive day following landslides at Panthal.  ""The highway is closed for traffic. There have been landslides at Panthal,"" an official of the traffic control room said in Srinagar, adding it was unclear when the road would be open for traffic.","Batote-Doda-Kishtwar road, at Jathi(?) and Drabshalla, Jammu and Kashmir",5.0,landslide,snowfall_snowmelt,2.0,unknown,0.0,GLC,33.1804,75.8101,0,Jammu and Kashmir,Shandero,4.16,2011,2,non_monsoon,low
himachal.us,2010-09-19,"Pulbhal(?)-Solan rd, Himachal Pradesh","(posted 9/22 but may cover events from past weeks)A police spokesman said that traffic on the Shimla- Kalka highway was disrupted near Solan. The beaten track of the Theog-Kotkhai-Jubbal road was blocked at several places because of landslides or traffic jams and the Chopal road was also blocked by landslides – disrupting marketing operations of apples.  Elsewhere, the Karsog-Mandi road, Karsog-Rampur road, Kasauli-Parwanoo road, Kumarhatti-Nahan road, Pulbhal-Solan road, Rajgarh-Habban road and several others blocked.","Pulbhal(?)-Solan rd, Himachal Pradesh",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,30.9035,77.0965,0,Himachal Pradesh,Gannja,8.56,2010,9,monsoon,low
Setopati,2015-07-03,Road between Barpak and Muchok,The buses en route to Gorkha bazaar from Baluwa bazaar of Simjung and buses from Kathmandu were stranded mid-way following the landslip.,Road between Barpak and Muchok,10.0,landslide,rainfall,1.0,infrastructure,0.0,GLC,28.1046,84.6634,1,Gandaki,Chepe Ghat,19.1,2015,7,monsoon,low
zeenews.india,2012-06-13,"NH44, Malidhor area,  Baleswar","Road communication between Guwahati and Silchar has been disrupted following landslides due to heavy rainfall at five places, official sources said here on Wednesday.  Landslides occurred at five places between Malidhor and Kuliang area at Baleswar near Meghalaya on NH 44 since last evening due to which vehicles, including night buses, were stranded. ","NH44, Malidhor area,  Baleswar",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,25.0951,92.3567,0,Meghalaya,Chargram,13.56,2012,6,monsoon,low
himachal.us,2010-09-20,"Kullu village(or district?) below agricultural lands, Himachal Pradesh","Late monsoon rains have left a destruction trail behind in the high altitude tribal district of Kinnaur, in Kullu, Sirmaur and Shimla district with one person losing his life in the city here.  BM Nanta, deputy commissioner Kullu said, said that some houses in village had developed cracks after the adjoining agricultural lands was damaged in a landslide.","Kullu village(or district?) below agricultural lands, Himachal Pradesh",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,31.944,77.1179,0,Himachal Pradesh,Kulu,2.27,2010,9,monsoon,low
Daiji World,2018-11-03,"Landslides kills nine-year-old girl in Jammu and Kashmir, India","Landslides triggered by incessant rains closed the strategic Jammu-Srinagar highway. A nine-year-old-girl has died and three of her relatives have been injured in the Rajouri District of Jammu and Kashmir, India.","Jammu-Srinagar highway, Ramban, Jammu & Kashmir, 182148",50.0,landslide,rainfall,2.0,infrastructure,1.0,GLC,33.25426998,75.20536699,0,Jammu and Kashmir,Chaunkri,18.46,2018,11,non_monsoon,medium
The Times of India,2017-03-22,JCB Helper Dies in Sainj Landslide,"The helper of a JCB machine operator was killed after he was buried alive in a landslide near Sainj, Shimla, on Wednesday morning.  The JCB was involved in constructing a retaining wall when debris from the landslide covered it. Superintendent of police D W Negi said six labourers were working at the construction site when the landslide occurred around 9.40am. ""While the operator and other four labourers managed to jump to safety, the helper could not and died on the spot as heavy load of soil and stones fell on him,"" Negi said.","Sainj, Kullu, Himachal Pradesh",5.0,landslide,construction,1.0,infrastructure,1.0,GLC,31.77315744,77.30471357,0,Himachal Pradesh,Manglaor,14.99,2017,3,non_monsoon,medium
Hindustan Times,2017-07-09,Landslide on NH-2 between Sinam and Laijang,"Landslide on NH-2 near Kohima, following continuous rain. Around 60 feet of the national highway 37 between Sinam and Laijang villages in the Imphal-Jiribam sector, about 35 km from Imphal, broke off on Sunday morning, officials said.","Jakhama, Kohima, Nagaland",10.0,landslide,rainfall,1.0,infrastructure,0.0,GLC,25.6320357,94.10065403,0,Nagaland,Sochumei,21.88,2017,7,monsoon,low
AGU Blogsphere,2015-04-16,Mebar Landslide,"Estimated date. Construction on the national highway tunnel caused a mass of rocks to collapse and block the road in Mebar Village, below Barang Village.",Along National Highway 22 near Mebar Village and above Barang Village,10.0,landslide,construction,2.0,infrastructure,0.0,GLC,31.49911602,78.22419099,0,Himachal Pradesh,Oling,5.93,2015,4,non_monsoon,low
eKantipur,2014-08-14,Shaktikhor-2,"In Chitwan, Renuka Chepang, a 22-year-old pregnant woman, died when a landslide crushed her while working in the field at Shaktikhor-2.",Shaktikhor-2,10.0,landslide,rainfall,2.0,human_modified,1.0,GLC,27.737,84.6073,1,Narayani,Narayangarh,17.96,2014,8,monsoon,medium
Himalayan Times,2013-07-18,"landslide blocks Khundi Khola, forms lake","Debris falling from a massive landslide have blocked the Khundi Khola in Ghan Pokhara VDC-8, turning the river into a lake as deep as 150 metres and putting 90 houses, including the Khundi police post and the Agriculture Service Centre, at risk. ÒThe ÔlakeÕ is draining out slowly, but the danger remains as it is still raining,Ó said a local. Local authorities have alerted the people about a possible disaster. The Khundi hydropower project has been shut. (2nd article) High alert has been announced in Khudi village and locals are being evacuated to a safer place after landslides blocked the Khudikhola at Ghanpokhara-8 in the remote part of the district. Authorities and locals fear of outburst of a temporary lake that formed after the blockade of the river. It is learnt that there are about 150 houses on the bank of the river downstream. The river was blocked on Thursday night.",Khundi Khola (River) at Ghan Pokhara Vdc-8,25.0,landslide,rainfall,2.0,unknown,0.0,GLC,28.33321816,84.33062283,1,Gandaki,Ma-hsun-ti Ho,7.14,2013,7,monsoon,low
Tribune,2015-03-21,Chena Bhati in Karara,"More than 3,000 people were stranded after the Jammu-Kishtwar National Highway was closed following a massive landslide at Karara, 25 km from here.",Chena Bhati in Karara,50.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,33.1754,75.8103,0,Jammu and Kashmir,Shandero,4.66,2015,3,non_monsoon,low
The Kathmandu Post,2018-05-07,Ruwatola-Dhuli Road Construction Site Camp Landslide,"Sub-engineer Narayan Dahal, who was at the road construction site of Ruwatola-Dhuli road of Chainpur-Taklakot road section along the Seti Lokmarga, was at his camp when the landslide occurred and swept him some 100 metres down the road. He died on the spot. The landslide occurred at around 11am this morning and swept the camp where the workers stayed. but did not harm any other workers as they were not at the camp.","Rutatola-Dhuli road of Chainpur-Taklakot road section along the Seti Lokmarga, Rumaili, Talkot Rural Municipality, Bajhang District, Nepal",5.0,landslide,rainfall,1.0,human_modified,1.0,GLC,29.27910301,80.86335953,1,Seti,Dhindi,19.96,2018,5,non_monsoon,medium
The Tribune India,2018-09-25,"Sep 25, 2018 Batote-Kishtwar Landslide","Landslide in the Junglewad area of Doda blocked the Batote-Kishtwar national highway for many hours, with heavy machinery needed to clear the debris.",Junglewad area of Doda,5.0,landslide,unknown,2.0,infrastructure,0.0,GLC,33.13498724,75.54505216,0,Jammu and Kashmir,Doda,1.89,2018,9,monsoon,low
Greater Kashmir,2017-01-26,"Nachlana, Jammu Srinagar Highway Cut Off by Landslides","All Tehsils including District Headquarter town Ramban remained cut off  with both capitals of the state as heavy rains and snow at Patnitop and Jawahar Tunnel and Banhal intensified on Tuesday, triggering landslides on Jammu Srinagar Highway between Nashri and Banihal sectors. Two-foot fresh snow has accumulated at Jawahar Tunnel and Nowgam Banihal sectors of the highway while landslides took place Nashri, Meher, Seri, Maroog, Nachlana, Pantyal, Battery Chasma and Gangroo .","NH-1A, Nachlana, Banihal, Ramban, Jammu & Kashmir, 182145",1.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,33.36011691,75.17291044,0,Jammu and Kashmir,Gund,8.57,2017,1,non_monsoon,low
Nagaland Post,2016-07-11,"North Point Colony, Akuluto, Nagaland, India","A massive landslide occurred at North Point Colony, Akuluto on July 11 at around 11p.m. According an official bulletin, SDO (civil) Akuluto, Kikumsangla Jamir, who visited the affected area, said five houses were damaged badly and the road leading to colony was also blocked.  Local residents and personnel of 8th NAP, B Coy helped in clearing the road and also the affected families.","North Point Colony, Akuluto, Nagaland, India",1.0,landslide,unknown,3.0,unknown,0.0,GLC,26.1699,94.4922,0,Nagaland,Nagaland,8.68,2016,7,monsoon,low
ibnlive.in,2011-07-09,Kedarnath,"Dehra Dun, Jul 9 (PTI) The 'Chardham' yatra in Garhwal Himalayas was temporarily suspended today due to inclement weather and landslides triggered by incessant rains along the yatra route.Landslides struck a number of places leading to the four shrines of Badrinath, Kedarnath, Gangotri and Yamunotri, forcing the administration to halt the pilgrimage, official sources said, adding hundreds of pilgrims were stranded in the area.The pilgrimage to the revered shrine of Badrinath was suspended by the administration after landslides occurred near Lambagad this morning.Rishikesh-Gangotri highway was also affected by landslides at Gangnani blocking movement of traffic, they said.Efforts are on to remove the debris from the roads and personnel of Border Road Organisation (BRO) have been deployed to clear them and open for vehicular traffic.The Uttarakhand government has issued an alert following heavy rains in the state for the past four days that left 10 people, including two women, dead and t",Kedarnath,25.0,landslide,rainfall,2.0,unknown,0.0,GLC,30.7331,79.0685,0,Uttaranchal,Gaundar,16.94,2011,7,monsoon,low
Assam Times,2015-09-01,Maligaon,"The incessant rains that lashed Guwahati and its adjoining areas are likely to result in landslide soon. Local residents in Amingaon, Thirteenth Mile, Nineth Mile, Maligaon areas fear the tragic rerun of landslide incidents in near future. The district administration has yet to keep the denizens on alert in view of the incessant rains to be followed by massive landslide. Notably, a woman and her 2 year old daughter died a tragic death when a huge rock slipped into the hut where they were sleeping in Amingaon area on Tuesday wee hours.",Maligaon,1.0,rock_fall,rainfall,2.0,unknown,2.0,GLC,26.1868,91.6739,0,Assam,North Gauhati,6.17,2015,9,monsoon,medium
Kathmandu Post,2015-07-30,Lampata of Babiyachaur VDC-5,"Likewise, transportation of daily consumables to Darbang bazaar has been affected as result of the landslides, that swept away around 80 meters of road in Lampata, police said.",Lampata of Babiyachaur VDC-5,10.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,28.3853,83.4625,1,Dhawalagiri,Bega,12.94,2015,7,monsoon,low
thehimalayantimes,2011-07-14,Parbat district,"PARBAT: Maldhunga-Beni road section has been disrupted at Majhphant VDC-2 of Parbat district due to landslide following the incessant rainfall.  The traffic along the road section was disrupted since last night after the landslide mud heaped on the road at Jugedhara of the VDC.  A dozer and police personnel from Paribeni Police Post have been deployed to resume the service, according to Parbat District Police Office.  The long and short distant vehicles have been disrupted in Beni, Myagdi, and Milanchowk of Parbat district.  Meanwhile, Pokhara-Maldhunga road section, which had been disrupting since Thursday night, was partially resumed, said police. ",Parbat district,50.0,landslide,rainfall,2.0,unknown,0.0,GLC,28.178,83.6987,1,Dhawalagiri,Khaldanda,12.18,2011,7,monsoon,low
english.samaylive.com,2013-06-16,"Kinnaur District, Himachal Pradesh","Rains lashed large parts of the hill states of Uttarakhand and Himachal Pradesh and flooded parts of Haryana where the water level in the Yamuna rose alarmingly. The tribal Kinnaur district in Himachal Pradesh was the worst hit with nine persons dead in landslides that blocked important roads leaving Chief Minister Virbhadra Singh stranded in Sangla Valley. (2nd article) Five members of a family, including three children, were buried early Monday when boulders fell on their house in Himachal Pradesh's Kinnaur district, police said. The entire Kinnaur district has been experiencing heavy rain for the past two days. Shiva said four people died in various landslide incidents in the district since Sunday.","Kinnaur District, Himachal Pradesh",50.0,landslide,rainfall,2.0,unknown,4.0,GLC,31.5986,78.4384,0,Himachal Pradesh,Burati Thatang,24.05,2013,6,monsoon,medium
news.oneindia,2010-09-04,"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim","Gangtok, Sep.4 (ANI): Incessant rains in the last few weeks have caused extensive landslides in Sikkim, as on Saturday, vehicular traffic on the road connecting Gangtok with Nathu La located along the India-China border came to a standstill due to landslides. Named the Jawaharlal Nehru Marg, the road holds high strategic importance for the movement of troops and their supplies.  It is also viewed as important for cross border trade and tourists who enjoy the rare experience of visiting the Nathu La Pass.  The worst affected spot has been ""the 17th mile"" where the road has been washed away to the extent of around 350 metres.  Reportedly, a gradient has slid down by 50 to 60 metres and a portion of the army barracks was badly damaged by the landslide.","17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",10.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.3702,88.7334,0,Sikkim,Xarsingma,19.91,2010,9,monsoon,low
timesofindia.indiatimes,2010-09-09,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh","Sep 10, 2010, 09.40pm IST  NEW DELHI: Thirteen people were killed as heavy monsoon rains wracked havoc in north and east India, triggering landslides and inundating lakhs of acres of farmland on Friday.  At least eight people were buried alive under the debris following massive landslides triggered by incessant rains in Arunachal Pradesh.  Upper Siang district remained cut off after a vital bridge connecting the area with other places was badly damaged due to flash floods and landslides.  ","Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",5.0,landslide,rainfall,2.0,unknown,10.0,GLC,28.3036,95.4112,0,Arunachal Pradesh,Mimesipo,16.6,2010,9,monsoon,medium
The Tribune,2017-02-03,Digdol Landslide Blocks NH-44,"Hundreds of passengers were stranded between Batote and Ramban on NH44 since yesterday morning following landslides at Mehad, 4 km short of Ramban town, and at Digdol.","NH-1A, Banihal, Ramban, Jammu & Kashmir, 182148",1.0,landslide,unknown,2.0,infrastructure,0.0,GLC,33.30044087,75.18163117,0,Jammu and Kashmir,Gund,14.91,2017,2,non_monsoon,low
Dailyhunt,2017-04-16,Multiple rockfalls along Batote-Doda Road,Rockfalls along road force its complete closure in both directions,"Batote-Doda Road, Doda, Jammu & Kashmir, India",10.0,rock_fall,rainfall,1.0,infrastructure,0.0,GLC,33.1292173,75.44618906,0,Jammu and Kashmir,Doda,9.65,2017,4,non_monsoon,low
The Kathmandu Post,2018-09-01,Jajarkot Debris Flow (8 fatalities),Debris Flow in Jajarkot district killed 8 children when house was buried.,"Jajarkot District, Nepal",25.0,debris_flow,rainfall,3.0,unknown,8.0,GLC,28.87534178,82.15647284,1,Bheri,Dumjala,8.66,2018,9,monsoon,medium
webindia123,2017-09-30,"Landslide Damages House in P.R. Hill, Kohima","One two-storied house was completely damaged in a landslide triggered by heavy rainfall at Supply Colony in the PR Hill Lower-2 in Kohima at the wee hours of yesterday, however, there was no any casualty. According to a report today two families stayed in the ground floor, while the first floor was occupied for commercial purpose. The house which was constructed next to drainage was on the verge of collapse following heavy rains, where the retaining wall had already collapsed earlier. The damaged house was caved down as a result of the collapse of the retaining wall protecting the road.","P.R. Hill, Kohima, Nagaland 797005, India.",1.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,25.658708,94.098536,0,Nagaland,Naga Hills,21.0,2017,9,monsoon,low
Online Khabar,2016-07-04,"Neta, Rajwara VDC ward number 3, Pyuthan, Nepal","Landslides triggered by incessant rains killed eight people in different parts of Pyuthan on Monday. Durga Bahadur Malla, his wife Sita and their daughters Sushila, Lekha and Sirjana died in a landslip at Neta, Rajwara VDC ward number 3. Mahabir Rana, a Rajwara local and secretary of the Federation of Nepali Journalists (Pyuthan), informed that Malla couple’s two children — a son and a daughter — managed to survive as they were in their neighbour’s place.","Neta, Rajwara VDC ward number 3, Pyuthan, Nepal",5.0,landslide,rainfall,2.0,unknown,5.0,GLC,28.2856,83.0426,1,Rapti,Thapagaon,11.65,2016,7,monsoon,medium
Himalayan Times,2011-08-19,Modikhola Hydro Project,Rain-triggered landslips have swept away 15 houses in Mugu and three in Parbat in the last few days. (date uncertain: Article posted 8/22/2012 and referenced a few days),Modikhola Hydro Project,5.0,landslide,rainfall,2.0,unknown,0.0,GLC,28.2719,83.7405,1,Dhawalagiri,Chanarung,13.33,2011,8,monsoon,low
The Shillong Times,2015-06-16,Akonggre,Chotelal Prasad was severely injured after boulders fell on his house and was rushed to Tura Civil Hospital where he succumbed to his injuries.,Akonggre,1.0,rock_fall,rainfall,1.0,infrastructure,1.0,GLC,25.5084,90.2191,0,Meghalaya,Tura,1.68,2015,6,monsoon,medium
Times of India,2014-06-26,Arunachal Pradesh,"Landslides, triggered by incessant rain in the past couple of days have wrecked havoc in several districts of Arunachal Pradesh throwing life out of gear. While flood-like situation prevails in low-lying areas of various districts, road link between Nirjuli and Banderdewa near here has been snapped due to damage of several culverts along the NH 52(A), the life line for the state capital, official sources said. PWD superintendent engineer (highway-western zone) Jumo Geiyi said the stretch of the highway between Nirjuli and Banderdewa has been temporarily closed due to damage to culverts in several places by incessant rain on the night of June 26. As a result, traffic was being diverted through Harmutty-Doimukh-Nirjuli road, instead of the usual route through Karsingsa. Besides, about 20 metre of NH 52(A) has been damaged at Karsingsa, besides Naharlagun, where portions of it have caved in, he said. More damage to the road, which has been breached near North East Regional Institute of Sc",Arunachal Pradesh,5.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,28.9205,95.3429,0,Arunachal Pradesh,Nyereng,31.81,2014,6,monsoon,low
The Shillong Times,2018-04-28,Malidor Landslide Obstructs Road,"A massive landslide at Malidor in East Jaintia Hills on Saturday morning affected 150 meters of the road stretch, cutting off traffic for the entire road. The landslide took place at around 11am due to rain in the area. The road is expected to open by Sunday afternoon.","Road, Malidor, East Jaintia Hills, Meghalaya, India",1.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,25.03190213,92.42257695,0,Meghalaya,Chargram,6.55,2018,4,non_monsoon,low
