source_name,event_date,event_title,event_description,location_description,location_accuracy_km,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,event_import_source,latitude,longitude,country_name,admin_division_name,gazetteer_closest_point,gazetteer_distance,year,month,season,severity
e-pao,2011-05-22,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur","May 23 2011: Heavy rainfall caused landslides at three different places along Kaiphundai-Tousem road, the only lifeline of the villagers of restive Tousem Sub-Division of Tamenglong district.  The landslides occurred between New Mandeu and Mandeu village and at Tamenglong-Tousem-Haflong road, said a press release issued by Executive Member of Tamenglong ADC, MP Guang.","Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,25.0672,93.4093,0,Manipur,Brail Range,3.31,2011,5,non_monsoon,low
Kantipuronline.com,2007-09-07,Naubise-Simbhanjyang stretch of the Tribhuwan Highway,"along Tribhuwan Highway, blocked traffic going to and from capital",Naubise-Simbhanjyang stretch of the Tribhuwan Highway,50.0,landslide,rainfall,2.0,unknown,9.0,GLC,27.5964,85.1114,1,Narayani,Kisipidi,14.58,2007,9,monsoon,medium
The Rising Nepal,2015-06-30,Thade Rivulet at Simkharka of Maijhuwa-4,"Over 2,600 households in Ilam Municipality were facing drinking water shortage after a landslide triggered by a flash flood...The drinking water division chief at the Municipality Dinesh Kafle informed that the water supply was halted as the supply pipes in several places were buried and dislocated by the landslide.",Thade Rivulet at Simkharka of Maijhuwa-4,10.0,landslide,flooding,2.0,unknown,0.0,GLC,26.9071,87.9217,1,Mechi,Budbani,24.87,2015,6,monsoon,low
imagekhabar,2018-09-13,"Marsyangdi Rural Municipality-3, Lamjung Landslide","2 people died during medical treatment after being buried in a landslide at Khundi Pallotari in Marsyangdi Rural Municipality-3, Lamjung.","Marsyangdi Rural Municipality-3, Lamjung, Nepal",5.0,landslide,unknown,3.0,natural,2.0,GLC,28.29658406,84.38187226,1,Gandaki,Ma-hsun-ti Ho,6.36,2018,9,monsoon,medium
Kathmandu Post,2016-06-28,"Mulkharka,Kalikasthan-Rasuwagadhi road, Rasuwa district , Nepal","Multiple landslides triggered by heavy rains have blocked Kalikasthan-Rasuwagadhi road section in Rasuwa district. Meanwhile, mudslides have blocked the road at Ramche, Gaun and Mulkharka areas in the district. Police said continuous mudslides have hindered their efforts to resume traffic.","Mulkharka,Kalikasthan-Rasuwagadhi road, Rasuwa district , Nepal",5.0,mudslide,rainfall,1.0,infrastructure,0.0,GLC,27.758,85.4197,1,Bagmati,Tribhuvan International,9.03,2016,6,monsoon,low
Ekantipur,2016-08-09,Landslide at Linkhim,Landslide was caused by the swollen Tawa stream. An eigth grader was swept down the stream and the body was soon recovered.,"Linkhim, Taplejung, Nepal",5.0,landslide,rainfall,1.0,natural,0.0,GLC,27.4503,87.74,1,Mechi,Libang,12.02,2016,8,monsoon,low
thehindu,2010-09-25,"Dharam-Tharad area(?), Ramban district","As many as 44 structures were on Sunday damaged in a landslide in Ramban district of Jammu and Kashmir today, officials said.  Heavy rains in the Dharam-Tharad area caused the landslide which destroyed 42 houses, a mosque and a government school, they said.  Confirming the incident, Divisional Commissioner Jammu Province, Pawan Kotwal told PTI that, “Several houses and structures have been damaged and developed cracks.” ","Dharam-Tharad area(?), Ramban district",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,33.241,75.2382,0,Jammu and Kashmir,Chaunkri,20.44,2010,9,monsoon,low
Hindustan Times,2017-07-09,Landslide in Langol Laimanai,Landslide following continuous rain damages houses in Langol Laimanai near Imphal,"Langol Laimanai, Imphal West, Manipur",5.0,landslide,rainfall,1.0,natural,0.0,GLC,24.83507319,93.89896294,0,Manipur,Manipur,6.59,2017,7,monsoon,low
my Republica,2014-08-08,Rangrung Hydropower Project at Barpak VDC,Landslide that triggered following the incessant rainfall has buried a power house of the Rangrung Hydropower Project at Barpak VDC in Gorkha district Friday night.,Rangrung Hydropower Project at Barpak VDC,5.0,landslide,rainfall,2.0,unknown,0.0,GLC,28.2045,84.7387,1,Gandaki,Ku-la-ko,12.86,2014,8,monsoon,low
India Today,2014-03-11,Azad Jammu and Kashmir,"A massive landslide hit the road near Laghama in Uri, 101 kms from Srinagar, blocking traffic, a police spokesman said.   ",Azad Jammu and Kashmir,25.0,landslide,rainfall,3.0,infrastructure,0.0,GLC,34.0823,74.056,0,Jammu and Kashmir,Uri,0.85,2014,3,non_monsoon,low
zeenews.india.com,2013-08-19,"Nalupani Area Of Uttarkashi District, Uttarakhand","Heavy overnight rains lashed a number of places in Uttarakhand, triggering fresh landslides in Uttarkashi district where stretch of a road connecting a remote area was swept away by swollen Tehri lake.","Nalupani Area Of Uttarkashi District, Uttarakhand",5.0,debris_flow,rainfall,2.0,unknown,0.0,GLC,30.6293,78.3303,0,Uttaranchal,Chham,11.87,2013,8,monsoon,low
thehimalayantimes,2011-07-03,"Shut down Ghurmi-Okhaldunga, Okhaldhunga-Rumjatar, Okhaldunga-Solu in Okhaldhunga","DIKTEL: With vehicular movement obstructed for the past one week due to incessant rains and resulting landslides, eastern hilly districts of Khotang, Bhojpur, Okhaldhunga, Solukhumbu and Udayapur are facing a shortage of foodstuff. Ganesh Shahi, vice-chairman of the Transport Entrepreneurs’ Union Khotang, told this daily that landslips have brough traffic to a halt in Khotang, resulting in losses worth millions.  In Khotang, the monsoon havoc has shut Jayaram-Diktel, Diktel-Lamidanda, Hurlung Jalapa and Diktel-Bhojpur road sections for the past one week. No different is the situation of Bhojpur-Chyandanda, Bhojpur-Leguwa, Satighat-Dingla road sections in Bhojpur, Ghurmi-Okhaldhunga, Okhaldhunga-Rumjatar, Okhaldhunga-Solu in Okhaldhunga and Gaighat-Sanue road sections in Udayapur.  With the roads rendered inoperable, hundreds of passengers have been stranded. Bidur Luitel, chairman of the Transport Entrepreneurs’ Union Khotang, said hundreds of vechicles have been stuck on the roads due","Shut down Ghurmi-Okhaldunga, Okhaldhunga-Rumjatar, Okhaldunga-Solu in Okhaldhunga",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.3167,86.5,1,Sagarmatha,Okhaldhunga,0.32,2011,7,monsoon,low
thehimalayantimes,2011-07-02,Tanahun,"BAJURA: Continuous rainfall for the past few days has triggered floods and landslides in different parts of the country, throwing normal life out of the gear.  With continuous monsoon rains, reports of death, injury and displacement are also pouring in from across the country.  In Achham, Jogenidevi BK of Malatikot-7, Talagaun was injured and her three sons — Rup (4), Ishara (6) and Ramesh (10) — died when a landslide swept them away at around 8am today. Jogenidevi, along with her three sons, was on her way to a nearby tap to fetch water. Jogenidevi is currently undergoing treatment at the district hospital.  Landslides also have obstructed vehicular movement along the Sanfe-Mangalsen road section. Landslides have also halted vehicular movement along the Sanfe-Martadi road section. Incessant rainfall in the past few days has caused damage in the school building of Kalikeshwor Primary School.  In Bajura, some 12 dalit families of Barhabisa-5, Juwapani have been forced to leave their hom",Tanahun,5.0,landslide,rainfall,2.0,unknown,1.0,GLC,28.0537,83.961,1,Gandaki,Bahakot,5.25,2011,7,monsoon,medium
thehimalayantimes,2010-08-19,"Dang-Kapilvastu section of East-West highway(Mahendra Rajmarg HO1), Dobato(?), Kapilvastu district, near Bhaluwang(?)","The Dang-Kapilvastu section of the East-West Highway have been obstructed due to a landslide that occurred at Dobato of Kapilvastu district, according to the police at Bhaluwang.  Landslides triggered by incessant rain have obstructed transport services in various western districts of the country on Friday.  The Salayan-Dang section of road has been obstructed due to a landslide caused by a continuous rain from Thursday night. ","Dang-Kapilvastu section of East-West highway(Mahendra Rajmarg HO1), Dobato(?), Kapilvastu district, near Bhaluwang(?)",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.7592,82.6335,1,Rapti,Malmala,9.01,2010,8,monsoon,low
Science,2016-07-06,Zhangzangbo River Landslide,"A moraine-dammed lake drained in association with a debris flow, causing damage in the Bhotekoshi valley within the are affected by the 2015 Gorkha earthquake.","Zhangzangbo River, north of Tatopani, Tibet Autonomous Region, China",0.0,debris_flow,other,3.0,natural,0.0,GLC,27.97817251,85.9678251,1,Bagmati,Barahbise,22.08,2016,7,monsoon,low
www.nagalandpost.com,2013-07-01,"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road","Meanwhile, a massive landslide occurred at Thillong Village, Doyang along the state highway 1, Wokha to Merapani road. Chairman, Thillong Village Council, Wokha, Samuel, Y. Patton in a press release stated five residential buildings have been destroyed and human lives are put at stake if immediate steps are not initiated to clear this landslide.","Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",1.0,landslide,rainfall,2.0,unknown,0.0,GLC,26.1147,94.3864,0,Nagaland,Yezami,20.45,2013,7,monsoon,low
articles.timesofindia.indiatimes.com,2013-10-06,"Nilachal Hill, Guwahati, Assam","Heavy downpour in the last 24 hours paralyzed life in Guwahati and a landslide triggered by the rain claimed the life of an elderly person in the city on Sunday. The rain also dampened the spirit of Durga Puja shopping in the city. Kamrup (Metro) additional deputy commissioner Dhrubajyoti Das said one Man Bahadur Gurung (80) of Batahghuli area in the city died when a rock rolled down the hills and hit Gurung, who was sitting at the foothills. Another landslide occurred on the Nilachal Hill, but no one was injured in the incident.","Nilachal Hill, Guwahati, Assam",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,26.1665,91.7049,0,Assam,North Gauhati,4.92,2013,10,non_monsoon,low
Indian Express,2016-07-14,"Pub Sarania hill, South Sarania, Guwahati, Assam, India","Trigger is likely monsoon rains because the incident occurred during monsoon season.  Two persons, including a girl, were killed in landslides in Assam on Thursday. An octogenarian was killed when a sudden landslide buried his house at Pub Sarania hill, district deputy commissioner M Angamathu said.","Pub Sarania hill, South Sarania, Guwahati, Assam, India",1.0,landslide,rainfall,1.0,natural,1.0,GLC,26.1768,91.7702,0,Assam,Gauhati,1.99,2016,7,monsoon,medium
The Shillong Times,2015-06-16,"Nakham Bazaar, Tura, Meghalaya",Huge tons of mud and boulders came crashing down from the above cliffs completely destroying the home.,"Nakham Bazaar, Tura, Meghalaya",1.0,landslide,rainfall,2.0,human_modified,4.0,GLC,25.5114,90.215,0,Meghalaya,Tura,1.82,2015,6,monsoon,medium
English People's Online,2007-03-21,"Salyan District, mid-western Nepal","5 women killed and 2 injured, *alternate coords= 28.3667, 82.1667","Salyan District, mid-western Nepal",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,28.3667,82.1667,1,Rapti,Lawamjula,9.77,2007,3,non_monsoon,low
India Blooms,2017-04-29,Fatal landslide in Makhim village,Landslide following continuous rain kills 3 children who were working in hills,"Makhim (??), West Karbi Anglong, Assam",25.0,landslide,rainfall,2.0,natural,3.0,GLC,25.61919207,92.7094701,0,Assam,Amring,17.73,2017,4,non_monsoon,medium
ibnlive.in,2012-08-18,"Kaza, Himachal Pradesh","Several parts of Himachal Pradesh experienced heavy rainfall during the past 24 hours, triggering landslides at various places and disrupting vehicular traffic in the state.","Kaza, Himachal Pradesh",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,32.2278,78.071,0,Himachal Pradesh,Luling,0.28,2012,8,monsoon,low
webindia123,2015-08-06,the cave shrine located in Trikuta Hills of Reasi district,At least four Vaishno Devi pilgrims were injured due to landslides on the new track when they were heading towards the cave shrine located in Trikuta Hills of Reasi district of Jammu and Kashmir.,the cave shrine located in Trikuta Hills of Reasi district,50.0,landslide,unknown,2.0,unknown,0.0,GLC,33.1078,74.7756,0,Jammu and Kashmir,Riasi,5.61,2015,8,monsoon,low
articles.timesofindia.indiatimes.com,2013-06-01,Upper Subansiri,"The Daporijo district headquarters is cut off from other circle headquarters of UpperSubansiri for the last two months due to landslides. Massive landslides triggered by heavy rainfall have blocked roads at numerous points, cutting off more than 60 villages under Gusar and Giba circles. There is acute shortage of essential items in the two circles, a source said here on Saturday. A samiti member of Tator Tani-V under Gusar Anchal block said about 3,000 people of the entire Tator Bango area have been affected by the choking of the lone PWD road. The authorities could not clear the road due to shortage of men and machinery, he said.",Upper Subansiri,50.0,landslide,rainfall,3.0,unknown,0.0,GLC,27.8776,94.25,0,Arunachal Pradesh,Daparijo,12.61,2013,6,monsoon,low
Scoop News,2015-08-20,Morha Kalana of panchyat Dhannuparole in Tehsil Ramkot,It was informed that vast agriculture land and residential houses were buried under the debris after huge landslide hit village Morha Chhuara of Panchayat Uchha Pind during the intervening night of Aug 20 and Aug 21.,Morha Kalana of panchyat Dhannuparole in Tehsil Ramkot,5.0,landslide,unknown,2.0,unknown,0.0,GLC,32.6173,75.264,0,Jammu and Kashmir,Ramnagar,21.0,2015,8,monsoon,low
Daiji World,2018-11-05,Landslide hit the Jammu-Srinagar highway,A massive landslide hit the Jammu-Srinagar highway in Jammu and Kashmir's Ramban district. Three truckers went missing.,"Jammu-Srinagar highway in Battery Chashma area, Ramban, Jammu & Kashmir, 182144",5.0,landslide,rainfall,2.0,infrastructure,3.0,GLC,33.23064797,75.25138307,0,Jammu and Kashmir,Chaunkri,21.14,2018,11,non_monsoon,medium
Arunachal Times,2016-06-12,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India","Estimated location along road. Heavy rains on Sunday night triggered series of landslides between Ziro and Ripali, Tamen, 10Kms from Old Ziro, stranding the commuters for the entire day. However due to heavy rains, the restoration work had to be halted and will resume on Tuesday.","NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",10.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,27.6438,93.871,0,Arunachal Pradesh,Zero,7.35,2016,6,monsoon,low
www.thehindubusinessline.com,2013-07-24,"Tefana, Uttarakhand",The rains also triggered landslides in Tefna and Tirfaq villages due to which several houses collapsed. ,"Tefana, Uttarakhand",1.0,landslide,rainfall,2.0,unknown,0.0,GLC,30.3056,79.3286,0,Uttaranchal,Langsu,5.27,2013,7,monsoon,low
Himvani,2010-09-20,Landslide stops trains,All trains on the Kalka-Shimla railway line were stopped by large landslides.,Kalka-Shimla line between Kathalighat and Knoh railway stations,5.0,landslide,rainfall,3.0,unknown,0.0,GLC,31.1838,76.9907,0,Himachal Pradesh,Simla,14.11,2010,9,monsoon,low
e-pao.net,2013-09-01,"Tamenglong- Khongsang Road, Manipur",Mudslides also occurred along Tamenglong- Khongsang road at many spots.,"Tamenglong- Khongsang Road, Manipur",25.0,mudslide,rainfall,2.0,unknown,0.0,GLC,24.9037,93.487,0,Manipur,Sempang,8.29,2013,9,monsoon,low
Indian Express,2015-03-15,Kheri,"The passengers were stuck between Patnitop and Kheri as they were neither in a position to return to the Valley or proceed towards Jammu due to snowfall and landslides on both sides. Since Sunday night, they were staying in the vehicles as their transshipment to Udhampur was not possible in view of massive landslide near Kheri, they added.",Kheri,50.0,landslide,snowfall_snowmelt,2.0,infrastructure,0.0,GLC,33.0809,75.2966,0,Jammu and Kashmir,Udhampur,23.7,2015,3,non_monsoon,low
ekantipur,2016-09-11,"Ghattekhola, Timure","Another landslide at Ghattekhola, Timure, has obstructed containers passage to Kerung. Dhurba Kumar Regmi, an official of the Timure Customs Office, said customs transactions have been affected. “After imports and exports came to a standstill, revenue collection has dropped to almost nil.” Of the total stranded containers, 80 are carrying apples. “The apples have started to rot,” said Ravi Pradhan, a trader.","Ghattekhola, Timure",5.0,unknown,unknown,2.0,infrastructure,0.0,GLC,28.2568,85.3679,1,Bagmati,Syaburbensi,8.97,2016,9,monsoon,low
FluTrackers,2008-01-16,"Panthihal, Srinagar-Jammu highway",highways blocked,"Panthihal, Srinagar-Jammu highway",50.0,landslide,snowfall_snowmelt,2.0,unknown,0.0,GLC,33.2537,75.2006,0,Jammu and Kashmir,Chaunkri,18.05,2008,1,non_monsoon,low
Assam Tribune,2014-09-22,Garchuk,another road in Garchuk was also blocked due to landslide.,Garchuk,5.0,landslide,rainfall,1.0,unknown,0.0,GLC,26.1044,91.7082,0,Assam,Gauhati,9.85,2014,9,monsoon,low
gsi.gov,2010-07-29,"Highway 53 at Tupul, Tamenglong district","As per media report a landslide triggered by rains occurred on 29th July, 2010 on the National Highway 53 at Tupul area in Tamenglong district. The landslide disturbed the connection of Manipur with Silchar. ","Highway 53 at Tupul, Tamenglong district",10.0,landslide,rainfall,2.0,unknown,0.0,GLC,24.9786,93.5027,0,Manipur,Brail Range,10.38,2010,7,monsoon,low
Outlook India,2018-09-14,Mangshilla Landslide,Rain in north Sikkim caused a landslide in Mangshilla.,"Mangshilla, North District, Sikkim, IND",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.45377772,88.52426486,0,Sikkim,Mangan,6.59,2018,9,monsoon,low
The Himalayan Times,2016-07-20,"Mahankal,  Sindhupalchok District, Nepal","Police in Sindhupalchok district rescued three individuals buried under a landslide at Maramchhe of Mahankal-8 of the district on Wednesday. Police rescued Krishna Tamang (33), Shanti Tamang (30) and Bishnu Maya Tamang (17) of Mahankal-6. Police informed that the victims have been sent to Melamchi for treatment. It has been learned that two of them are critical. Immediately after receiving reports of the incident, police along with the locals had arrived at the site and rescued them. Meanwhile, police personnel are working to clear the road blocked by the landslip. Also used: http://kathmandupost.ekantipur.com/news/2016-07-20/three-buried-by-landslide-rescued-alive.html.","Mahankal,  Sindhupalchok District, Nepal",5.0,landslide,unknown,2.0,infrastructure,0.0,GLC,27.8883,85.5097,1,Bagmati,Bagmati,9.96,2016,7,monsoon,low
myrepublica,2010-08-28,"Prithvi hwy, Daraipadhera Vyas(?), Tanahun","TANAHUN, Aug 28: Three families have been displaced by landslide after heavy rainfall in Tanahun.  Those displaced are families of Balram Suyal, Yuvaraj Shrestha and Hommaya Shrestha of Daraipadhera, Vyas Municipality-11. They have taken refuge in their neighbors´ houses, a local Durgamaya Shrestha said.  Six houses in Daraipadhera are at risk due to landslide.  The Prithvi Highway was obstructed for three hours on Saturday morning because of the landslide at Daraipadhera. ","Prithvi hwy, Daraipadhera Vyas(?), Tanahun",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,28.0579,84.0719,1,Gandaki,Gate,10.01,2010,8,monsoon,low
Shillong Times,2015-08-18,Tura Civil Hospital,A landslip on Tuesday also damaged shops in the Tura Civil Hospital vicinity.,Tura Civil Hospital,1.0,landslide,rainfall,2.0,human_modified,0.0,GLC,25.5145,90.2023,0,Meghalaya,Tura,2.93,2015,8,monsoon,low
India Glitz,2018-11-22,Landslide on Kullu Manali Road,A landslide was reported as interrupting an actor's travel schedule to/through Kullu Manali. No further details given,"Manali, Kullu, Himachal Pradesh",50.0,landslide,unknown,1.0,infrastructure,0.0,GLC,32.23427242,77.18888332,0,Himachal Pradesh,Shirir,18.64,2018,11,non_monsoon,low
The Indian Express,2017-03-10,Jammu-Srinagar Multiple Landslides between Ramban and Banihal,"Over 5,000 people were stranded at various places on Friday as the Jammu-Srinagar national highway was closed for the last three days following landslides triggered by inclement weather. The 300 kms long road connecting state’s twin capital cities of Jammu and Srinagar with each other was blocked due to landslides at various places between Ramban and Banihal.","Jammu-Srinagar National Highway, between Ramban and Banihal",10.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,33.370552,75.193916,0,Jammu and Kashmir,Gund,7.06,2017,3,non_monsoon,low
Republica,2014-07-20,Lahan,"Two houses were buried and seven others are at high risk of landslide at Lahan VDC in the district, police said. The houses of Yub Raj Rawal and Ram Bahadur Pun of Kalimati, Lahan VDC-8 of the district were buried due to landslide occurred last night. Similarly, the houses of Ganesh BK, Karna Bahadur Oli, Bir Bahadur Khatri, Dip Bahadur Sunar, Sher Bahadur Oli, Jugari Lal Sunar and Sita Ram Sunar are at high risk of landslide, police added. The families living in these seven houses were sifted to safe areas, said DSP Chakra Bahadur Singh. All the properties of the two buried houses were damaged as they did not have time to take out the properties, victim Rawal said. The displaced people are compelled to live in tents, it is learnt.",Lahan,5.0,landslide,rainfall,1.0,unknown,0.0,GLC,28.8389,82.2873,1,Bheri,Dumjala,12.4,2014,7,monsoon,low
Kashmir Images,2015-05-30,Zojila Pass,"The fresh snap is another breakage ever since the road was reopened early this month after remaining closed for about five winter months due to snowfall. The fresh landslide was triggered by rainfall. With the result, no vehicle was allowed to move from Sonamarg to Leh. Similarly, many Kashmir-bound vehicles have remained stranded on other side of the Pass.",Zojila Pass,1.0,landslide,rainfall,1.0,infrastructure,0.0,GLC,34.2607,75.4446,0,Jammu and Kashmir,Sonamarg,14.47,2015,5,non_monsoon,low
thehimalayantimes,2010-08-19,"Salyan-Dang rd, Kothari Khola(?), Dhanwang VDC-7, Salyan","Landslides triggered by incessant rain have obstructed transport services in various western districts of the country on Friday.  The Salayan-Dang section of road has been obstructed due to a landslide caused by a continuous rain from Thursday night.  The landslide occurred near Kothari Khola in Dhanwang VDC-7 of the district, halting all transport services along the section of the road, according to Area Police Office, Tulsipur.","Salyan-Dang rd, Kothari Khola(?), Dhanwang VDC-7, Salyan",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,28.3884,82.2826,1,Rapti,Lawamjula,10.08,2010,8,monsoon,low
www.thehimalayantimes.com,2013-08-19,"Janaprabha Higher Secondary School, Liku","Six students of Janaprabha Higher Secondary School, Liku, have jointly dropped out their school. Students quitting their studies are Sita Budha, Rupsara Budha, Karna Chandra Rokaya, Bir Karna Rokaya, Kalpana Rokaya and Hir Prasad Rokaya of Pahada-1 in the district. Sita Budha, who dropped out the school, said that they were compelled to quit their studies as they were terrorised of landslides as many students have lost their lives in the landslides frequently after Nar Bahadur Karna of the same VDC died on August 19 due to landslides while going to school. Dhan Singh Budha, a guardian, said they have engaged their children in household chores as the school is far away from the house and landslides also take place unabatedly.","Janaprabha Higher Secondary School, Liku",25.0,landslide,tropical_cyclone,2.0,unknown,1.0,GLC,29.0387,82.7442,1,Karnali,Lunh,19.17,2013,8,monsoon,medium
greaterkashmir,2012-01-13,"Banihal, Srinagar-Jammu highway","Banihal, Jan 13: After remaining closed for over thirteen hours, due to fresh landslides, Srinagar-Jammu highway was partially opened for traffic on Friday afternoon. However, complete chaos prevailed on the highway as traffic moved on snails pace leaving thousands of commuters stranded at various places along around 300 km route. Deputy Superintendent of Police (Traffic) Bhushan Kumar Ganjoo told Greater Kashmir that the stranded vehicles from Srinagar to Jammu were to be cleared on first priority but the process was halted after midnight rains triggered fresh landslides near Banihal stretch of the highway. “Traffic movement was also disrupted in the Shaitani Nallah area of Banihal around midnight after a truck came under the impact of a low level avalanche. The Border Roads Organization (BRO) pressed its men and machinery to remove the truck but meanwhile fifteen more trucks got struck in the middle of the road due to freezing of their injectors. After hectic efforts, this afternoon ","Banihal, Srinagar-Jammu highway",10.0,landslide,rainfall,2.0,unknown,0.0,GLC,33.4209,75.2045,0,Jammu and Kashmir,Gund,1.51,2012,1,non_monsoon,low
The Himalaya Times.com,2007-09-26,"Nagliwang VDC-9 of Parbat district, Baglung","Damages 6 Houses, 30 Families Displaced","Nagliwang VDC-9 of Parbat district, Baglung",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,28.4167,83.6667,1,Dhawalagiri,Bega,9.13,2007,9,monsoon,low
myRepublica,2014-08-15,Finam-6,"Two persons were killed, seven others sustained injuries after a landslide buried a school at Finam-6 of the district, on Friday.",Finam-6,5.0,landslide,rainfall,2.0,human_modified,2.0,GLC,28.0081,84.6476,1,Gandaki,Chepe Ghat,17.4,2014,8,monsoon,medium
Kathmandu Post,2016-05-20,"along Narayangadh-Muglin, Jalbire, Nepal","Traffic at Jalbire along Narayangadh-Muglin road section resumed today after the clearance of the debris of a landslide occurred at 9 am on Friday.  The road is opened for one-way traffic. Engineer at the Narayangadh-Muglin road project Shiva Khanal said that as works were going on to clear the debris that deposited up to 500 cubic meters at the area, the road was likely to open for two-way traffic until today evening.   Meanwhile, he said that an excavator, loader and tipper and manpower have been employed to clear the road.","along Narayangadh-Muglin, Jalbire, Nepal",5.0,landslide,unknown,1.0,infrastructure,0.0,GLC,27.8187,85.7734,1,Bagmati,Barahbise,13.03,2016,5,non_monsoon,low
Business Standard,2015-02-19,"Hailākāndi : Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.","Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.",None,5.0,landslide,mining,2.0,human_modified,2.0,GLC,24.6108,92.562,0,Assam,Umednagar,7.46,2015,2,non_monsoon,medium
State Times,2015-04-03,Diwalkund in Dessa belt of Doda district,"With the recovery of two more bodies, he said, the total bodies recovered since yesterday has risen to four.  “Two bodies were recovered yesterday. Three people who are also feared dead, continue to be trapped under the debris of the house which has come under around 18 feet of mud and slush,” he said. “Continuous rainfall has been creating hurdles in the operation as the area is prone to more landslides. It is a remote area which lacks road accessibility thus making the movement of heavy machinery impossible”, he said.",Diwalkund in Dessa belt of Doda district,5.0,landslide,rainfall,2.0,unknown,4.0,GLC,33.1445,75.5469,0,Jammu and Kashmir,Doda,0.84,2015,4,non_monsoon,medium
Kashmir Observer.com,2007-08-06,"Srinagar-Jammu Highway, Rāmban District",blocked highway near Nandni Bridge,"Srinagar-Jammu Highway, Rāmban District",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,33.2451,75.2257,0,Jammu and Kashmir,Chaunkri,19.59,2007,8,monsoon,low
e-pao.net,2010-08-19,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","Imphal, August 20 2010:   At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.  Meanwhile, our Tamenglong correspondent, Daniel Kamei reported that following heavy rains during the past week, a massive mud slide has occurred at Khongsang village which completely cut off the road between Tamenglong and Imphal.  The mudslide occurred 2 km from Khongsang.  Many vehicles bound for Imphal or Nungba have returned to Tamenglong. Uncertain date: 13 - 19th.","2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",5.0,mudslide,rainfall,2.0,unknown,0.0,GLC,24.8961,93.4957,0,Manipur,Sempang,8.36,2010,8,monsoon,low
indiatoday.intoday,2010-09-18,"Nainital district, Uttarakhand","Eight people were killed in landslides and cloudbursts in Nainital district prompting authorities to evacuate people from several villages to safer places.  Ramola was the worst-hit in the scenic district where four were washed away by surging waters, an official said.","Nainital district, Uttarakhand",50.0,landslide,rainfall,2.0,unknown,4.0,GLC,29.29558605,79.54043078,0,Uttaranchal,Haldwani,8.37,2010,9,monsoon,medium
Eastern Mirror,2016-07-07,"Imphal-Ukhrul sector of National Highway 102, Manipur, India","Estimated Date. Heavy landslide along the busy Imphal-Ukhrul sector of the National Highway 102 hampered vehicular traffic along the route forcing passenger buses to stop normal services since the last four days.  However smaller-sized vehicles such as cars, vans and gypsies managed to cross the landslide-hit Finch Corner area, 65 km north of Imphal only after the Border Road Task Force (BRTF) machinery cleared the area this afternoon, reports from Ukhrul said.  Earlier in the morning, most of the residents of Ukhrul district who usually takes 2-3 hours, took 6 hours to reach Imphal town by exchanging their vehicles at the two ends of the landslide-hit Finch corner area, according to a resident.  The picturesque Finch Corner areas witnessed heavy landslide measuring around 150 metres following continuous rain in the areas since the last few days.  Sources reaching here said that the BRTF personnel were currently taking all out efforts to restore normal traffic along the highway.","Imphal-Ukhrul sector of National Highway 102, Manipur, India",25.0,landslide,rainfall,3.0,infrastructure,0.0,GLC,25.0118,94.3136,0,Manipur,Chattrik,31.36,2016,7,monsoon,low
NDTV,2018-12-15,Landslide near Ramsu,"A landslide occurred near Ramsu in Banihal at around 11 am due to heavy snowfall, blocking thru traffic for 5 hours before it was reopened again after the road was cleared.",Occured at Gangroo near Ramsu,5.0,landslide,snowfall_snowmelt,1.0,infrastructure,0.0,GLC,33.33197566,75.20070999,0,Jammu and Kashmir,Gund,11.32,2018,12,non_monsoon,low
